Tag,Player,Elo,Pokemon 1,Pokemon 2,Pokemon 3,Pokemon 4,Pokemon 5,Pokemon 6,LeadPokemon,TurnCount,Result,Pokemon 1 Move 1,Pokemon 1 Move 2,Pokemon 1 Move 3,Pokemon 1 Move 4,Pokemon 2 Move 1,Pokemon 2 Move 2,Pokemon 2 Move 3,Pokemon 2 Move 4,Pokemon 3 Move 1,Pokemon 3 Move 2,Pokemon 3 Move 3,Pokemon 3 Move 4,Pokemon 4 Move 1,Pokemon 4 Move 2,Pokemon 4 Move 3,Pokemon 4 Move 4,Pokemon 5 Move 1,Pokemon 5 Move 2,Pokemon 5 Move 3,Pokemon 5 Move 4,Pokemon 6 Move 1,Pokemon 6 Move 2,Pokemon 6 Move 3,Pokemon 6 Move 4,Weather-Rain,Weather-Sand
102464874,ashiemore,1266,Politoed,Azumarill,Starmie,Scizor,Landorus-Therian,Rotom-Wash,Landorus-Therian,50,win,Ice Beam,None,None,None,Waterfall,Ice Punch,None,None,Rapid Spin,Ice Beam,Hydro Pump,None,Bullet Punch,U-turn,Superpower,None,Earthquake,U-turn,Superpower,Stone Edge,Volt Switch,Thunder,Will-O-Wisp,Hydro Pump,0,0
1024768250,sankafola,1466,Politoed,Thundurus-Therian,Toxicroak,Rotom-Wash,Scizor,Ferrothorn,Politoed,18,win,Hydro Pump,None,None,None,Thunder,Substitute,None,None,Cross Chop,None,None,None,Volt Switch,None,None,None,Bullet Punch,None,None,None,Stealth Rock,None,None,None,0,1
1024885130,sqdsqf,1517,Politoed,Thundurus-Therian,Landorus-Therian,Ferrothorn,Tentacruel,Tornadus,Politoed,22,win,Hydro Pump,None,None,None,None,None,None,None,Hidden Power,Stealth Rock,None,None,Leech Seed,Thunder Wave,None,None,Scald,Protect,None,None,Hurricane,None,None,None,0,1
1026972045,199O,1435,Landorus-Therian,Jirachi,Latios,Rotom-Wash,Tyranitar,Ferrothorn,Landorus-Therian,39,lose,Earthquake,U-turn,None,None,Thunder,Iron Head,Hidden Power,None,Draco Meteor,None,None,None,Pain Split,Will-O-Wisp,None,None,None,None,None,None,Spikes,Leech Seed,None,None,1,0
1026984587,The Mystico,1329,Tyranitar,Seismitoad,Skarmory,Donphan,Latios,Amoonguss,Amoonguss,119,win,Crunch,Pursuit,None,None,Toxic,Scald,Refresh,Earthquake,Roost,Whirlwind,Spikes,None,Rapid Spin,Stealth Rock,Earthquake,Ice Shard,Recover,Surf,Psychic,Draco Meteor,Spore,Giga Drain,None,None,0,0
102729469,DBriggs,1486,Latias,Forretress,Heatran,Roserade,Vaporeon,Spiritomb,Roserade,90,lose,Recover,Dragon Pulse,Refresh,Calm Mind,Rapid Spin,Volt Switch,None,None,Lava Plume,Stealth Rock,Protect,Roar,Rest,Spikes,Giga Drain,None,Wish,Protect,None,None,Sucker Punch,Trick,None,None,0,0
1028150913,blackkaiser,1508,Hippowdon,Ferrothorn,Jellicent,Latios,Garchomp,Scizor,Hippowdon,23,win,Stealth Rock,Earthquake,None,None,Spikes,Leech Seed,Thunder Wave,None,None,None,None,None,Surf,None,None,None,Fire Blast,None,None,None,Bullet Punch,None,None,None,0,0
1028232624,GrogLord,1468,Slaking,Hippowdon,Amoonguss,Excadrill,Alakazam,Hydreigon,Slaking,32,win,Return,Earthquake,Hammer Arm,None,Stealth Rock,Slack Off,Whirlwind,None,Giga Drain,Spore,None,None,Earthquake,None,None,None,Psychic,Focus Blast,None,None,Fire Blast,None,None,None,0,0
1028242954,mauserisfat,1300,Tyranitar,Landorus-Therian,Heatran,Ferrothorn,Jellicent,Reuniclus,Ferrothorn,52,lose,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,0
102874152,TheGrillmeister,1459,Scizor,Tyranitar,Heatran,Latios,Jirachi,Gliscor,Latios,24,lose,None,None,None,None,Ice Punch,None,None,None,Overheat,None,None,None,Draco Meteor,Surf,None,None,Iron Head,Thunder Wave,Wish,None,Substitute,Earthquake,Protect,Toxic,0,0
1028895575,blackkaiser,1532,Hippowdon,Ferrothorn,Jellicent,Latios,Garchomp,Scizor,Hippowdon,33,win,Stealth Rock,Earthquake,Roar,None,Spikes,Thunder Wave,None,None,Shadow Ball,Recover,Will-O-Wisp,Scald,Trick,Surf,None,None,Fire Blast,Earthquake,None,None,None,None,None,None,0,0
1028984738,Loominthreat,1321,Landorus-Therian,Tyranitar,Heatran,Rotom-Wash,Ferrothorn,Mew,Rotom-Wash,88,win,Hidden Power,Earthquake,Stealth Rock,U-turn,Crunch,Superpower,None,None,Lava Plume,Protect,Roar,None,Pain Split,Hydro Pump,Volt Switch,None,Spikes,Protect,Leech Seed,None,Psychic,Taunt,Soft-Boiled,None,1,0
1029042246,Cozarooni,1297,Floatzel,Volcarona,Alakazam,Zoroark,Conkeldurr,Ferrothorn,Volcarona,20,win,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ice Punch,Drain Punch,Mach Punch,None,None,None,None,None,0,0
1029052422,mauserisfat,1333,Tyranitar,Landorus-Therian,Heatran,Ferrothorn,Jellicent,Reuniclus,Landorus-Therian,40,lose,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,0
1029056209,mauserisfat,1355,Mamoswine,Latios,Scizor,Kyurem-Black,Salamence,Magnezone,Kyurem-Black,24,lose,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
1029544019,blackkaiser,1574,Hippowdon,Ferrothorn,Jellicent,Latios,Garchomp,Scizor,Jellicent,24,win,None,None,None,None,Spikes,None,None,None,Recover,Will-O-Wisp,Scald,None,Draco Meteor,None,None,None,Draco Meteor,Fire Blast,None,None,Bullet Punch,U-turn,None,None,0,0
1029579200,EMP activated,1353,Politoed,Breloom,Tentacruel,Jirachi,Tornadus,Garchomp,Jirachi,26,lose,Hydro Pump,None,None,None,Bulk Up,Spore,Facade,None,None,None,None,None,U-turn,Stealth Rock,None,None,None,None,None,None,Earthquake,None,None,None,0,1
1029619377,blackkaiser,1567,Hippowdon,Ferrothorn,Jellicent,Latios,Garchomp,Scizor,Garchomp,25,win,Stealth Rock,Earthquake,Slack Off,None,Power Whip,None,None,None,Shadow Ball,Recover,Will-O-Wisp,None,Surf,None,None,None,Draco Meteor,Fire Blast,None,None,Pursuit,None,None,None,0,0
1029632941,blackkaiser,1545,Hippowdon,Ferrothorn,Jellicent,Latios,Garchomp,Scizor,Hippowdon,43,win,Stealth Rock,Roar,Earthquake,None,Spikes,Power Whip,Leech Seed,Thunder Wave,Recover,Will-O-Wisp,Scald,None,None,None,None,None,Earthquake,None,None,None,None,None,None,None,0,0
1029666284,Frexa ✘,1488,Amoonguss,Skarmory,Excadrill,Gastrodon,Tyranitar,Volcarona,Amoonguss,8,lose,Hidden Power,None,None,None,None,None,None,None,None,None,None,None,Toxic,None,None,None,None,None,None,None,Quiver Dance,None,None,None,0,0
1029671066,drogba in shenhua,1385,Politoed,Ferrothorn,Slowbro,Aerodactyl,Toxicroak,Gliscor,Politoed,22,lose,Ice Beam,None,None,None,Stealth Rock,Gyro Ball,None,None,None,None,None,None,Double-Edge,None,None,None,Sucker Punch,Substitute,Swords Dance,None,Facade,None,None,None,0,0
1030800033,blackkaiser,1519,Hippowdon,Ferrothorn,Jellicent,Latios,Garchomp,Scizor,Hippowdon,59,win,Stealth Rock,Roar,Earthquake,Slack Off,Spikes,Power Whip,None,None,Shadow Ball,Recover,Will-O-Wisp,None,Surf,None,None,None,Draco Meteor,Fire Blast,None,None,Bullet Punch,None,None,None,0,0
1030811444,Gh0st of Perdition,1536,Mamoswine,Politoed,Gyarados,Starmie,Ferrothorn,Latios,Latios,19,win,Ice Shard,Icicle Spear,Superpower,None,None,None,None,None,Waterfall,None,None,None,None,None,None,None,Spikes,Stealth Rock,None,None,Trick,Draco Meteor,None,None,0,0
1030842503,i lose evrytiem,1376,Scizor,Tentacruel,Politoed,Volcarona,Ferrothorn,Latios,Politoed,22,lose,Bullet Punch,U-turn,Swords Dance,None,Toxic,Rapid Spin,Protect,None,Hydro Pump,None,None,None,None,None,None,None,Bulldoze,None,None,None,Draco Meteor,Dragon Dance,Outrage,None,0,1
1030962192,dice,1518,Politoed,Gyarados,Dragonite,Starmie,Excadrill,Ferrothorn,Politoed,42,lose,Hypnosis,Toxic,Protect,None,None,None,None,None,Superpower,None,None,None,Thunder,Hydro Pump,Trick,None,Earthquake,None,None,None,Spikes,Stealth Rock,Power Whip,Knock Off,0,0
1030963249,blackkaiser,1461,Hippowdon,Ferrothorn,Jellicent,Latios,Garchomp,Scizor,Latios,35,win,Stealth Rock,None,None,None,Spikes,Leech Seed,None,None,Shadow Ball,Will-O-Wisp,None,None,Trick,Draco Meteor,Psyshock,None,None,None,None,None,Bullet Punch,None,None,None,0,0
103175202,fatestay,1332,Tyranitar,Landorus-Therian,Stoutland,Rotom-Wash,Scizor,Celebi,Rotom-Wash,27,lose,None,None,None,None,Earthquake,Substitute,Gravity,Bulk Up,Return,Pursuit,None,None,None,None,None,None,None,None,None,None,Stealth Rock,U-turn,None,None,1,0
1031759668,porrompompom,1488,Hippowdon,Forretress,Chansey,Jellicent,Quagsire,Xatu,Quagsire,22,lose,Earthquake,Slack Off,Whirlwind,None,Toxic,Spikes,Pain Split,None,Seismic Toss,None,None,None,Night Shade,None,None,None,Scald,None,None,None,Stealth Rock,Toxic,None,None,0,0
103292413,blackkaiser,1416,Hippowdon,Ferrothorn,Jellicent,Latios,Garchomp,Scizor,Latios,27,win,Stealth Rock,Roar,Earthquake,None,Spikes,None,None,None,Shadow Ball,None,None,None,Trick,Draco Meteor,Psyshock,Surf,Draco Meteor,Earthquake,None,None,Bullet Punch,None,None,None,0,0
1032978915,Conflict,1553,Landorus-Therian,Tyranitar,Heatran,Rotom-Wash,Ferrothorn,Mew,Mew,36,lose,Hidden Power,Stealth Rock,None,None,Superpower,Pursuit,None,None,Toxic,Lava Plume,Protect,None,Volt Switch,None,None,None,Spikes,Protect,None,None,Soft-Boiled,Will-O-Wisp,None,None,1,0
1033000109,ReddishGold,1285,Azelf,Infernape,Gyarados,Latios,Keldeo-Resolute,Raikou,Infernape,16,win,Psyshock,Nasty Plot,None,None,Stealth Rock,None,None,None,None,None,None,None,Psyshock,Thunder,None,None,Icy Wind,Scald,Hidden Power,None,Calm Mind,Thunderbolt,None,None,0,0
1033029476,CalamityGreed,1406,Politoed,Jirachi,Ferrothorn,Tentacruel,Latios,Thundurus-Therian,Ferrothorn,8,win,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,1
1033301211,CalamityGreed,1387,Politoed,Latios,Starmie,Jirachi,Tornadus,Excadrill,Tornadus,30,win,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
1033477205,doughboy,1524,Abomasnow,Kyurem-Black,Alakazam,Forretress,Salamence,Jellicent,Forretress,20,lose,Ice Shard,Wood Hammer,None,None,Blizzard,None,None,None,Grass Knot,Signal Beam,None,None,Spikes,Rapid Spin,Stealth Rock,None,None,None,None,None,None,None,None,None,0,0
1033539871,count kilimanjaro,1485,Politoed,Toxicroak,Ferrothorn,Tornadus,Keldeo,Garchomp,Ferrothorn,2,lose,None,None,None,None,None,None,None,None,Power Whip,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
103365824,DBriggs,1477,Blissey,Dusclops,Vaporeon,Forretress,Hippowdon,Latias,Vaporeon,21,lose,None,None,None,None,Pain Split,Will-O-Wisp,None,None,Scald,Protect,None,None,Spikes,Rapid Spin,None,None,None,None,None,None,None,None,None,None,0,0
1034044354,Orvandel,1357,Mamoswine,Spiritomb,Conkeldurr,Forretress,Vaporeon,Hydreigon,Mamoswine,10,lose,None,None,None,None,Pain Split,Will-O-Wisp,None,None,Drain Punch,None,None,None,None,None,None,None,None,None,None,None,Dark Pulse,None,None,None,0,0
1034166254,DRAGONKING JASON,1419,Tyranitar,Landorus-Therian,Garchomp,Latios,Jirachi,Kingdra,Tyranitar,21,win,Crunch,Pursuit,None,None,Earthquake,Stealth Rock,U-turn,None,None,None,None,None,Draco Meteor,Psyshock,None,None,None,None,None,None,Dragon Pulse,Hydro Pump,None,None,1,0
1034189013,Throw Games,1316,Heatran,Hippowdon,Rotom-Wash,Latias,Mamoswine,Kyurem-Black,Hippowdon,27,win,Substitute,Earth Power,Fire Blast,Stealth Rock,None,None,None,None,Hydro Pump,Volt Switch,None,None,Dragon Pulse,None,None,None,Earthquake,Ice Shard,None,None,Ice Beam,None,None,None,0,0
1034227016,blackkaiser,1498,Hippowdon,Ferrothorn,Jellicent,Latios,Garchomp,Scizor,Latios,52,win,Stealth Rock,Roar,Slack Off,None,Spikes,Power Whip,Leech Seed,Thunder Wave,Recover,Shadow Ball,Will-O-Wisp,None,Psyshock,None,None,None,Draco Meteor,Earthquake,None,None,Bullet Punch,None,None,None,0,0
1034248681,GrogLord,1384,Togekiss,Uxie,Keldeo,Ferrothorn,Mamoswine,Tentacruel,Uxie,37,win,Air Slash,Thunder Wave,None,None,Thunder Wave,Stealth Rock,Psychic,U-turn,Scald,Substitute,None,None,Spikes,Leech Seed,Thunder Wave,None,Earthquake,Icicle Crash,Stealth Rock,None,Scald,Knock Off,Toxic Spikes,None,0,0
1034271545,STATS Xavi,1312,Hippowdon,Gastrodon-East,Skarmory,Excadrill,Jirachi,Sigilyph,Hippowdon,81,lose,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
1035216434,Pythagorean Python,1316,Ninetales,Darmanitan,Victreebel,Shiftry,Forretress,Raikou,Ninetales,13,win,Will-O-Wisp,None,None,None,Flare Blitz,None,None,None,Hidden Power,Solar Beam,Weather Ball,None,None,None,None,None,Volt Switch,None,None,None,Weather Ball,None,None,None,0,0
1035224593,do a flip99,1343,Tyranitar,Mamoswine,Starmie,Breloom,Landorus-Therian,Heatran,Breloom,19,lose,None,None,None,None,None,None,None,None,Scald,None,None,None,Bulk Up,Protect,None,None,None,None,None,None,Toxic,Protect,None,None,1,0
1035238219,plsbb,1316,Tyranitar,Rotom-Wash,Excadrill,Landorus-Therian,Alakazam,Ferrothorn,Landorus-Therian,17,win,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,0
1035296059,Clawdia Chauchat,1467,Tyranitar,Landorus-Therian,Skarmory,Jirachi,Reuniclus,Latias,Reuniclus,27,lose,Crunch,Superpower,None,None,U-turn,None,None,None,Roost,Spikes,None,None,Thunder,Calm Mind,None,None,Psychic,Thunder Wave,Trick,None,Dragon Pulse,None,None,None,1,0
1035535002,Winnie Xi Pooh,1377,Abomasnow,Ditto,Liepard,Gengar,Mew,Riolu,Ditto,37,lose,Focus Punch,None,None,None,Stealth Rock,None,None,None,None,None,None,None,Trick,None,None,None,None,None,None,None,None,None,None,None,0,0
1035775814,smurfer,1342,Ninetales,Excadrill,Gliscor,Heatran,Starmie,Volcarona,Ninetales,24,lose,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
1035870585,Wvwhwhwwhhw,1351,Ninetales,Arcanine,Breloom,Tentacruel,Gliscor,Ferrothorn,Ferrothorn,30,lose,Flamethrower,Will-O-Wisp,Substitute,None,None,None,None,None,Spore,Leech Seed,None,None,Toxic,Rapid Spin,Protect,None,Protect,None,None,None,Spikes,Stealth Rock,Power Whip,None,0,0
1035915310,Fredfeuer11,1373,Politoed,Thundurus-Therian,Tentacruel,Tornadus,Ferrothorn,Scizor,Politoed,17,lose,Ice Beam,None,None,None,None,None,None,None,Toxic,None,None,None,Hurricane,None,None,None,Stealth Rock,Power Whip,Leech Seed,None,U-turn,None,None,None,0,1
1036014002,TheetumThoor,1443,Alakazam,Landorus-Therian,Scizor,Keldeo,Tyranitar,Garchomp,Keldeo,16,lose,Shadow Ball,Focus Blast,None,None,None,None,None,None,U-turn,Bullet Punch,Superpower,None,Secret Sword,None,None,None,None,None,None,None,Earthquake,Outrage,Substitute,None,1,0
103615591,HaxerAreBastards,1583,Infernape,Conkeldurr,Tyranitar,Jellicent,Bronzong,Reuniclus,Jellicent,21,lose,Hidden Power,Close Combat,None,None,Ice Punch,Thunder Punch,None,None,Crunch,Flamethrower,None,None,Trick Room,Hidden Power,Scald,None,Explosion,Trick Room,None,None,None,None,None,None,0,0
1036217617,porrompompom,1557,Tyranitar,Reuniclus,Ferrothorn,Jellicent,Heatran,Latias,Latias,27,lose,Superpower,Pursuit,None,None,Thunder,Calm Mind,None,None,Spikes,Power Whip,None,None,Recover,Will-O-Wisp,None,None,None,None,None,None,Trick,None,None,None,0,0
1036231878,blackkaiser,1416,Hippowdon,Ferrothorn,Jellicent,Latios,Garchomp,Scizor,Latios,27,win,Stealth Rock,Roar,Earthquake,None,Spikes,None,None,None,Shadow Ball,None,None,None,Trick,Draco Meteor,Psyshock,Surf,Draco Meteor,Earthquake,None,None,Bullet Punch,None,None,None,0,0
1036238036,Shoka,1663,Hippowdon,Ferrothorn,Jellicent,Latios,Heatran,Alakazam,Heatran,53,lose,Stealth Rock,Earthquake,None,None,Spikes,Protect,None,None,Taunt,Recover,Will-O-Wisp,Scald,Dragon Pulse,None,None,None,Toxic,Earth Power,Fire Blast,None,Psychic,Focus Blast,Encore,None,0,0
1036344140,Newport10000s,1373,Politoed,Gyarados,Scizor,Garchomp,Jirachi,Forretress,Politoed,35,win,Focus Blast,None,None,None,Bounce,Substitute,Dragon Dance,Waterfall,Pursuit,None,None,None,None,None,None,None,None,None,None,None,Toxic Spikes,Rapid Spin,Volt Switch,Stealth Rock,0,0
103647682,ahobowithanoboe,1312,Espeon,Hydreigon,Dugtrio,Skarmory,Jellicent,Terrakion,Skarmory,28,win,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
1036723235,le baiseur,1344,Thundurus-Therian,Landorus-Therian,Alakazam,Espeon,Starmie,Ferrothorn,Espeon,19,lose,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
1036751249,yoloboy9000,1547,Tyranitar,Magnezone,Terrakion,Latios,Scizor,Landorus-Therian,Tyranitar,27,win,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,0
1036926285,blackkaiser,1459,Hippowdon,Ferrothorn,Jellicent,Latios,Garchomp,Scizor,Latios,41,win,Stealth Rock,Roar,Slack Off,None,Spikes,Power Whip,Leech Seed,Thunder Wave,Shadow Ball,Will-O-Wisp,None,None,Trick,Psyshock,Surf,None,None,None,None,None,Superpower,None,None,None,0,0
1036970629,blackkaiser,1435,Hippowdon,Ferrothorn,Jellicent,Latios,Garchomp,Scizor,Latios,31,win,Stealth Rock,Roar,None,None,Spikes,Power Whip,None,None,Shadow Ball,Will-O-Wisp,Scald,None,Trick,Surf,None,None,Draco Meteor,Earthquake,Stone Edge,None,Bullet Punch,None,None,None,0,0
1037605751,Gh0st of Perdition,1504,Mamoswine,Politoed,Gyarados,Starmie,Ferrothorn,Latios,Starmie,23,win,Ice Shard,None,None,None,Hydro Pump,Endeavor,None,None,Earthquake,Waterfall,None,None,Hydro Pump,None,None,None,Power Whip,None,None,None,Draco Meteor,None,None,None,0,0
1037614488,TheetumThoor,1371,Scizor,Rotom-Wash,Landorus-Therian,Ferrothorn,Heatran,Starmie,Ferrothorn,31,lose,Bullet Punch,None,None,None,Pain Split,Hydro Pump,Will-O-Wisp,Volt Switch,Stone Edge,Hidden Power,None,None,Power Whip,Leech Seed,None,None,Flamethrower,None,None,None,Scald,Recover,None,None,0,0
1037758394,Melle2402,1466,Politoed,Ferrothorn,Tentacruel,Thundurus-Therian,Garchomp,Latios,Politoed,53,lose,Hydro Pump,Ice Beam,None,None,Spikes,Stealth Rock,None,None,Scald,Rapid Spin,Protect,None,Hidden Power,Focus Blast,None,None,None,None,None,None,Dragon Pulse,Draco Meteor,None,None,0,1
1037936944,LornaDeezy,1407,Landorus-Therian,Sandslash,Tyranitar,Jellicent,Scizor,Roserade,Tyranitar,43,lose,Hidden Power,U-turn,None,None,Stone Edge,Earthquake,None,None,Superpower,Fire Blast,Pursuit,None,None,None,None,None,Roost,U-turn,Swords Dance,None,Sludge Bomb,None,None,None,1,0
1038894037,ill,1337,Terrakion,Politoed,Jirachi,Tornadus,Keldeo-Resolute,Latios,Terrakion,11,win,Rock Slide,None,None,None,Ice Beam,None,None,None,Thunder,Calm Mind,Water Pulse,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
1039228620,VM_backup,1369,Porygon2,Tyranitar,Magnezone,Reuniclus,Skarmory,Starmie,Porygon2,35,lose,Thunderbolt,Toxic,Recover,None,Pursuit,None,None,None,Flash Cannon,None,None,None,None,None,None,None,Roost,Spikes,None,None,Psyshock,Scald,None,None,0,0
1039278739,Goootzinho,1421,Heatran,Roserade,Rotom-Wash,Keldeo,Latias,Alakazam,Rotom-Wash,21,lose,Lava Plume,Stealth Rock,None,None,Rest,Spikes,None,None,Hydro Pump,Will-O-Wisp,None,None,Hydro Pump,None,None,None,Substitute,None,None,None,Psychic,None,None,None,0,0
103930077,wintow333,1341,Politoed,Azelf,Starmie,Breloom,Scizor,Garchomp,Azelf,11,lose,Surf,None,None,None,Stealth Rock,None,None,None,None,None,None,None,Spore,Swords Dance,Mach Punch,None,None,None,None,None,None,None,None,None,0,0
1039367252,sankafola,1434,Terrakion,Politoed,Jirachi,Tornadus,Keldeo-Resolute,Latios,Terrakion,68,lose,Rock Slide,Stealth Rock,None,None,None,None,None,None,Thunder,Wish,Water Pulse,None,Hurricane,None,None,None,Scald,None,None,None,Recover,Draco Meteor,Psyshock,Surf,0,0
1039510424,Machine Gun Dragon,1601,Politoed,Gliscor,Ferrothorn,Tentacruel,Jirachi,Keldeo-Resolute,Ferrothorn,38,lose,Surf,None,None,None,Substitute,Earthquake,Protect,Toxic,Spikes,None,None,None,Scald,Rapid Spin,None,None,U-turn,Stealth Rock,None,None,Surf,None,None,None,0,1
1040043184,sankafola,1428,Lucario,Forretress,Scizor,Gengar,Latios,Keldeo-Resolute,Forretress,22,win,None,None,None,None,Stealth Rock,None,None,None,None,None,None,None,Shadow Ball,Substitute,Disable,None,Draco Meteor,Psyshock,None,None,Hidden Power,Surf,None,None,0,0
1040287118,MP58,1341,Magnezone,Mamoswine,Dragonite,Latios,Scizor,Salamence,Magnezone,18,lose,Hidden Power,Thunderbolt,None,None,Ice Shard,None,None,None,Outrage,None,None,None,None,None,None,None,U-turn,None,None,None,Dragon Claw,None,None,None,0,0
1040333068,Sad Anime Boy,1459,Tyranitar,Rotom-Wash,Alakazam,Ferrothorn,Landorus-Therian,Latios,Latios,26,lose,Pursuit,Stealth Rock,None,None,Volt Switch,None,None,None,Psychic,Shadow Ball,None,None,Spikes,None,None,None,None,None,None,None,Surf,None,None,None,1,0
1040464219,CroCoeur,1472,Politoed,Vaporeon,Celebi,Ferrothorn,Latios,Jirachi,Politoed,94,lose,Hydro Pump,Ice Beam,None,None,Roar,Scald,Rest,None,Perish Song,Giga Drain,Psychic,Recover,Spikes,None,None,None,Draco Meteor,Surf,Psyshock,Thunder,Thunder,Substitute,Water Pulse,None,0,0
1040560302,sankafola,1429,Alakazam,Garchomp,Ferrothorn,Tyranitar,Latios,Rotom-Wash,Garchomp,29,win,Psychic,Focus Blast,None,None,Stealth Rock,None,None,None,Spikes,None,None,None,Crunch,Superpower,None,None,Trick,Draco Meteor,Psyshock,Surf,Thunder Wave,Hydro Pump,Volt Switch,None,1,0
1041025617,innininin,1533,Keldeo,Jirachi,Politoed,Landorus-Therian,Toxicroak,Latios,Keldeo,18,lose,Hydro Pump,Secret Sword,None,None,Iron Head,Stealth Rock,None,None,None,None,None,None,Swords Dance,U-turn,None,None,None,None,None,None,Thunder,None,None,None,0,0
1041034316,IRLurker,1355,Azelf,Hydreigon,Metagross,Salamence,Jellicent,Tyranitar,Azelf,22,lose,Stealth Rock,Fire Blast,None,None,Fire Blast,None,None,None,Hammer Arm,Bullet Punch,None,None,Earthquake,None,None,None,Taunt,Scald,None,None,Pursuit,None,None,None,0,0
1041134531,sankafola,1336,Tyranitar,Landorus-Therian,Garchomp,Rotom-Wash,Jirachi,Keldeo-Resolute,Landorus-Therian,29,lose,Crunch,None,None,None,Earthquake,Stealth Rock,U-turn,None,Earthquake,Outrage,Substitute,None,None,None,None,None,Psychic,Grass Knot,Hidden Power,None,Calm Mind,None,None,None,1,0
1041183485,Vitoran ♂,1365,Scizor,Magnezone,Landorus-Therian,Starmie,Dragonite,Garchomp,Garchomp,16,lose,Roost,Bullet Punch,Swords Dance,None,Hidden Power,None,None,None,None,None,None,None,Psyshock,None,None,None,None,None,None,None,Stealth Rock,Earthquake,Swords Dance,None,0,0
1041236174,Ditto The Hoe,1316,Azelf,Garchomp,Breloom,Scizor,Dragonite,Salamence,Azelf,17,win,Stealth Rock,Explosion,None,None,Outrage,Substitute,Swords Dance,None,Mach Punch,None,None,None,Bullet Punch,Swords Dance,None,None,Dragon Dance,Outrage,None,None,Earthquake,None,None,None,0,0
